"WEC Canvass Reporting System",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Ward by Ward Report",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"2016 General Election",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"PRESIDENT OF THE UNITED STATES",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,"Total Votes Cast","REP","DEM","CON","LIB",,"WGR","IND","IND","IND","IND","IND","IND","IND","IND","IND","IND","IND",
,"TOWN OF LAONA Wards 1-3",601,359,213,3,17,,0,1,1,0,2,0,0,0,0,0,0,0,5
,"TOWN OF LINCOLN Wards 1-3",509,292,206,0,5,,3,0,0,0,0,0,0,0,0,0,0,0,3
,"TOWN OF NASHVILLE Ward 1",207,145,49,2,6,,4,0,0,0,0,0,0,0,0,0,0,0,1
,"TOWN OF NASHVILLE Ward 2",157,27,120,1,3,,5,0,0,0,0,0,0,0,0,0,0,0,1
,"TOWN OF NASHVILLE Ward 3",218,142,75,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0
,"TOWN OF POPPLE RIVER Ward 1",24,10,12,0,2,,0,0,0,0,0,0,0,0,0,0,0,0,0
,"TOWN OF ROSS Ward 1",71,57,11,0,3,,0,0,0,0,0,0,0,0,0,0,0,0,0
,"TOWN OF WABENO Wards 1-5",464,260,169,1,18,,11,0,0,0,0,0,0,0,0,0,0,0,5
,"CITY OF CRANDON Wards 1-4",787,504,253,2,13,,9,0,1,0,2,0,0,0,0,0,0,0,3
,"County Totals:","4,545","2,787","1,579",17,84,,43,1,3,0,5,0,0,0,0,0,0,0,26
"GRANT ","TOWN OF BEETOWN Ward 1",310,216,79,1,11,,1,1,0,0,0,0,0,0,0,0,0,0,1
,"TOWN OF BLOOMINGTON Ward 1",205,142,53,0,6,,1,0,0,0,0,0,0,0,0,0,0,0,3
,"TOWN OF BOSCOBEL Wards 1-2",183,90,82,1,6,,2,0,0,0,1,0,0,0,0,0,0,0,1
,"TOWN OF CASSVILLE Ward 1",190,123,59,0,5,,1,0,0,0,0,0,0,0,0,0,0,0,2
,"TOWN OF CASTLE ROCK Ward 1",146,87,47,2,7,,3,0,0,0,0,0,0,0,0,0,0,0,0
,"TOWN OF CLIFTON Wards 1-2",131,63,59,0,8,,0,0,0,0,0,0,0,0,0,0,0,0,1
,"TOWN OF ELLENBORO Ward 1",284,178,95,1,4,,5,0,0,0,0,0,0,0,0,0,0,0,1
,"TOWN OF FENNIMORE Wards 1-2",242,152,73,3,8,,3,0,0,0,0,0,0,0,0,0,0,0,3
,"TOWN OF GLEN HAVEN Ward 1",185,127,50,2,4,,1,1,0,0,0,0,0,0,0,0,0,0,0
,"TOWN OF HARRISON Ward 1",259,157,87,3,10,,0,0,0,0,0,0,0,0,0,0,0,0,2
,"TOWN OF HAZEL GREEN Ward 1-2",635,286,315,3,21,,4,1,0,0,4,1,0,0,0,0,0,0,0
,"TOWN OF HICKORY GROVE Ward 1",174,105,59,0,5,,1,0,0,0,1,0,0,0,0,0,0,0,3
,"TOWN OF JAMESTOWN Wards 1-3","1,049",644,349,6,31,,14,2,1,0,0,0,0,0,0,0,0,0,2
,"TOWN OF LIBERTY Ward 1",234,145,72,1,14,,0,0,0,0,0,0,0,0,0,0,0,0,2
,"TOWN OF LIMA Ward 1",348,185,138,5,12,,4,2,1,0,0,0,0,0,0,0,0,0,1
,"TOWN OF LITTLE GRANT Ward 1",141,90,46,1,2,,0,0,0,0,0,0,0,0,0,0,0,0,2
,"TOWN OF MARION Ward 1",225,141,76,1,4,,2,0,0,0,0,0,0,0,0,0,0,0,1
,"TOWN OF MILLVILLE Ward 1",95,47,41,0,5,,1,0,0,0,0,0,0,0,0,0,0,0,1
,"TOWN OF MOUNT HOPE Ward 1",103,68,32,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,2
,"TOWN OF MOUNT IDA Ward 1",269,172,82,1,9,,2,0,0,0,0,0,0,0,0,0,0,0,3
,"TOWN OF MUSCODA Ward 1",302,190,98,0,5,,7,1,0,0,0,0,0,0,0,0,0,0,1
,"TOWN OF NORTH LANCASTER Wards 1-2",267,183,77,0,2,,1,0,2,0,0,0,0,0,0,0,0,0,2
,"TOWN OF PARIS Wards 1-2",376,237,125,0,9,,2,0,0,0,0,0,0,0,0,0,0,0,3
,"TOWN OF PATCH GROVE Ward 1",173,92,63,0,12,,5,1,0,0,0,0,0,0,0,0,0,0,0
,"TOWN OF PLATTEVILLE Wards 1-3",803,396,352,4,33,,6,1,0,0,4,0,0,0,0,0,0,0,7
,"TOWN OF POTOSI Ward 1",425,246,157,3,13,,1,1,0,0,0,0,0,0,0,0,0,0,4
,"TOWN OF SMELSER Wards 1-2",451,245,180,0,17,,3,0,0,0,0,0,0,0,0,0,0,0,6
,"TOWN OF SOUTH LANCASTER Wards 1-3",316,184,118,2,8,,1,0,0,0,0,0,0,0,0,0,0,0,3
,"TOWN OF WATERLOO Ward 1",263,157,88,4,6,,5,0,0,0,0,0,0,0,0,0,0,0,3
,"TOWN OF WATTERSTOWN Wards 1-2",163,91,65,0,3,,1,0,0,0,0,0,0,0,0,0,0,0,3
,"TOWN OF WINGVILLE Ward 1",150,80,60,1,3,,4,0,0,0,0,0,0,0,0,0,0,0,2
,"TOWN OF WOODMAN Ward 1",82,55,24,0,2,,1,0,0,0,0,0,0,0,0,0,0,0,0
,"TOWN OF WYALUSING Ward 1",198,107,77,1,5,,1,1,0,0,0,0,0,0,0,0,0,0,6
,"VILLAGE OF BAGLEY Ward 1",194,92,84,2,8,,4,0,0,0,0,0,0,0,0,0,0,0,4
,"VILLAGE OF BLOOMINGTON Ward 1",362,203,134,1,15,,1,1,2,0,0,0,0,0,0,0,0,0,5
,"VILLAGE OF BLUE RIVER Ward 1",187,91,84,0,8,,2,0,0,0,0,0,0,0,0,0,0,0,2
,"VILLAGE OF CASSVILLE Wards 1-2",399,202,176,1,16,,3,0,0,0,0,0,0,0,0,0,0,0,1
,"VILLAGE OF DICKEYVILLE Wards 1-2",527,274,223,5,17,,4,1,1,0,0,0,0,0,0,0,0,0,2
,"VILLAGE OF HAZEL GREEN Ward 1-2",559,261,271,1,14,,8,0,0,0,1,0,0,0,0,0,0,0,3
,"VILLAGE OF LIVINGSTON Ward 1",288,124,134,2,23,,4,0,0,0,0,0,0,0,0,0,0,0,1
,"VILLAGE OF MONTFORT Ward 1",266,122,124,1,17,,1,1,0,0,0,0,0,0,0,0,0,0,0
,"VILLAGE OF MOUNT HOPE Ward 1",82,40,30,3,5,,3,0,0,0,0,0,0,0,0,0,0,0,1
,"VILLAGE OF MUSCODA Wards 1-2",503,249,202,4,22,,17,0,1,0,1,0,0,0,0,0,0,0,7
,"VILLAGE OF PATCH GROVE Ward 1",92,45,37,0,5,,3,0,0,0,0,0,0,0,0,0,0,0,2
,"VILLAGE OF POTOSI Ward 1",358,198,143,2,9,,3,1,0,0,0,0,0,0,0,0,0,0,2
,"VILLAGE OF TENNYSON Ward 1",178,99,68,5,6,,0,0,0,0,0,0,0,0,0,0,0,0,0
,"VILLAGE OF WOODMAN Ward 1",41,24,14,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,1
,"CITY OF BOSCOBEL Ward 1-4","1,222",599,528,6,43,,18,1,0,0,0,0,0,0,0,0,0,0,27
,"CITY OF CUBA CITY Wards 1-4",843,384,400,5,30,,10,0,0,0,1,0,0,0,0,0,0,0,13
,"CITY OF FENNIMORE Ward 1-4","1,068",550,452,8,33,,11,0,0,0,5,1,0,0,0,0,0,0,8
,"CITY OF LANCASTER Wards 1-6","1,727",902,710,1,70,,25,1,1,0,1,0,0,0,0,0,0,0,16
,"CITY OF PLATTEVILLE Ward 1-2","1,397",500,754,5,69,,27,4,4,0,9,0,0,0,0,0,0,0,25
,"CITY OF PLATTEVILLE Ward 3-4","1,319",522,623,11,96,,30,1,0,0,7,0,0,0,0,2,0,0,27
,"CITY OF PLATTEVILLE Ward 5-6","1,639",696,660,11,194,,46,1,5,0,0,0,0,0,0,0,0,0,26
,"CITY OF PLATTEVILLE Ward 7-9","1,740",692,822,12,172,,16,2,2,0,1,0,0,0,0,0,0,0,21
,"County Totals:","24,368","12,350","10,051",133,"1,164",,319,26,20,0,36,2,0,0,0,2,0,0,265
"GREEN ","TOWN OF ADAMS Ward 1",291,146,137,0,6,,1,0,0,0,0,0,0,0,0,0,0,0,1
,"TOWN OF ALBANY Wards 1-2",656,339,275,2,26,,8,0,0,0,0,0,0,0,0,0,0,0,6
,"TOWN OF BROOKLYN Wards 1-3",674,294,352,0,20,,5,0,1,0,1,0,0,0,0,0,0,0,1
,"TOWN OF CADIZ Ward 1",450,274,161,1,10,,2,0,0,0,0,0,0,0,0,0,0,0,2
,"TOWN OF CLARNO Wards 1-2",646,376,232,5,21,,5,1,0,0,1,0,0,0,0,0,0,0,5
,"TOWN OF DECATUR Wards 1-3",942,499,389,4,25,,11,1,0,0,2,0,0,0,0,0,0,0,11
,"TOWN OF EXETER Wards 1-4","1,163",406,682,3,47,,14,0,2,0,2,0,0,0,0,0,0,0,7
,"TOWN OF JEFFERSON Wards 1-2",627,395,193,3,25,,10,0,0,0,0,0,0,0,0,0,0,0,1
,"TOWN OF JORDAN Ward 1",319,174,129,2,10,,1,1,0,0,0,0,0,0,0,0,0,0,2
,"TOWN OF MONROE Wards 1-2",715,371,301,4,22,,5,1,0,0,6,0,0,0,0,0,0,0,5
,"TOWN OF MOUNT PLEASANT Ward 1",132,61,64,2,3,,2,0,0,0,0,0,0,0,0,0,0,0,0
,"TOWN OF MOUNT PLEASANT Wards 2-3",196,97,87,0,7,,4,0,0,0,0,0,0,0,0,0,0,0,1
,"TOWN OF NEW GLARUS Wards 1-2",821,338,441,0,26,,5,0,0,0,5,0,0,0,0,0,0,0,6
,"TOWN OF SPRING GROVE Ward 1",467,275,162,1,23,,3,0,0,0,1,0,0,0,0,0,0,0,2
,"TOWN OF SYLVESTER Wards 1-2",567,312,225,2,23,,3,0,0,0,1,0,0,0,0,0,0,0,1
,"TOWN OF WASHINGTON Ward 1",451,212,223,2,9,,2,0,0,0,1,0,0,0,0,0,0,0,2
,"TOWN OF YORK Ward 1",546,219,294,6,11,,7,0,0,0,4,0,0,0,0,0,0,0,5
,"VILLAGE OF ALBANY Wards 1-2",478,198,245,2,25,,6,0,0,0,0,0,0,0,0,0,0,0,2
,"VILLAGE OF BELLEVILLE Ward 3",292,97,169,2,11,,7,0,0,0,3,0,0,0,0,0,0,0,3
,"VILLAGE OF BROOKLYN Ward 2",252,87,143,2,14,,4,0,0,0,0,0,0,0,0,0,0,0,2
,"VILLAGE OF BROWNTOWN Ward 1",120,67,43,1,5,,1,0,0,0,0,0,0,0,0,0,0,0,3
,"VILLAGE OF MONTICELLO Wards 1-2",633,239,353,3,25,,7,0,0,0,1,0,0,0,0,0,0,0,5
,"VILLAGE OF NEW GLARUS Wards 1-4","1,217",362,773,3,49,,12,1,0,0,5,0,0,0,0,0,0,0,12
,"CITY OF BRODHEAD Wards 1-6","1,348",688,563,5,55,,16,2,0,0,3,0,0,0,0,0,0,0,16
,"CITY OF MONROE Wards 1-9","4,982","2,167","2,486",24,189,,55,4,1,0,12,0,0,0,0,0,1,0,43
,"County Totals:","18,985","8,693","9,122",79,687,,196,11,4,0,48,0,0,0,0,0,1,0,144
"GREEN LAKE ","TOWN OF BERLIN Ward 1-3",669,491,145,4,19,,4,0,0,0,2,0,0,0,0,0,0,0,4
,"TOWN OF BROOKLYN Wards 1-3","1,134",732,325,7,39,,8,2,0,0,14,0,0,0,0,0,0,0,7
,"TOWN OF GREEN LAKE Wards 1-2",714,503,169,4,22,,3,0,0,0,5,0,0,0,0,0,0,0,8
,"TOWN OF KINGSTON Wards 1-2",291,203,60,9,14,,3,0,0,0,0,0,0,0,0,0,0,0,2
,"TOWN OF MACKFORD Ward 1",286,237,42,0,4,,2,0,0,0,0,0,0,0,0,0,0,0,1
,"TOWN OF MANCHESTER Ward 1",357,256,87,3,4,,3,2,0,0,1,0,0,0,0,0,0,0,1
,"TOWN OF MARQUETTE Ward 1",277,194,73,1,5,,1,0,0,0,1,0,0,0,0,0,0,0,2
,"TOWN OF PRINCETON Wards 1-4",872,584,251,2,20,,9,1,0,0,0,0,0,0,0,0,0,0,5
,"TOWN OF ST. MARIE Wards 1-2",231,159,65,1,3,,0,1,0,0,0,0,0,0,0,0,0,0,2
,"TOWN OF SENECA Ward 1",229,152,67,0,6,,2,0,0,0,1,0,0,0,0,0,0,0,1
,"VILLAGE OF KINGSTON Ward 1",169,114,43,0,6,,4,0,0,0,1,0,0,0,0,0,0,0,1
,"VILLAGE OF MARQUETTE Ward 1",87,52,31,0,3,,1,0,0,0,0,0,0,0,0,0,0,0,0
,"CITY OF BERLIN Ward 1-6","2,248","1,348",774,6,85,,19,1,0,0,6,0,0,0,0,0,0,0,9
,"CITY OF GREEN LAKE Wards 1-3",562,330,205,4,15,,1,0,0,0,4,0,0,0,0,0,0,0,3
,"CITY OF MARKESAN Wards 1-3",686,477,174,6,13,,6,0,0,0,4,0,0,0,0,0,0,0,6
,"CITY OF PRINCETON Wards 1-4",604,384,182,1,18,,9,1,1,0,2,0,0,0,0,0,0,0,6
,"County Totals:","9,416","6,216","2,693",48,276,,75,8,1,0,41,0,0,0,0,0,0,0,58
"IOWA ","TOWN OF ARENA Ward 1-2",801,325,436,3,18,,9,0,0,0,4,0,0,0,0,0,0,0,6
,"TOWN OF BRIGHAM Wards 1-2",636,229,372,1,24,,3,0,0,0,2,0,0,0,0,0,0,0,5
,"TOWN OF CLYDE Ward 1",196,68,111,1,9,,7,0,0,0,0,0,0,0,0,0,0,0,0
,"TOWN OF DODGEVILLE Wards 1-4",947,391,515,2,24,,8,1,0,0,0,0,0,0,0,0,0,0,6
,"TOWN OF EDEN Ward 1",208,99,93,1,11,,0,0,0,0,1,0,0,0,0,0,0,0,3
,"TOWN OF HIGHLAND Ward 1-2",378,183,176,2,10,,3,1,0,0,0,0,0,0,0,0,0,0,3
,"TOWN OF LINDEN Ward 1-3",381,207,157,4,4,,3,1,0,0,1,0,0,0,0,0,0,0,4
,"TOWN OF MIFFLIN Ward 1-2",276,145,108,4,8,,4,1,0,0,2,0,0,0,0,0,0,0,4
,"TOWN OF MINERAL POINT Ward 1-2",482,243,215,3,13,,0,1,1,0,2,0,0,0,0,0,0,0,4
,"TOWN OF MOSCOW Ward 1-2",339,136,185,2,6,,5,1,0,0,0,0,0,0,0,0,0,0,4
,"TOWN OF PULASKI Ward 1",180,96,79,0,3,,2,0,0,0,0,0,0,0,0,0,0,0,0
,"TOWN OF RIDGEWAY Ward 1-2",355,126,212,3,13,,0,0,0,0,0,0,0,0,0,0,0,0,1
,"TOWN OF WALDWICK Ward 1-2",259,97,140,0,15,,0,0,1,0,1,0,0,0,0,0,0,0,5
,"TOWN OF WYOMING Ward 1-2",221,61,144,0,7,,5,0,0,0,2,0,0,0,0,0,0,0,2
,"VILLAGE OF ARENA Ward 1",406,150,222,2,18,,5,0,1,0,1,0,0,0,0,0,0,0,7
,"VILLAGE OF AVOCA Ward 1",230,108,105,1,8,,6,1,0,0,0,0,0,0,0,0,0,0,1
,"VILLAGE OF BARNEVELD Wards 1-2",639,215,375,4,38,,2,0,0,0,0,0,0,0,0,0,0,0,5
,"VILLAGE OF BLANCHARDVILLE Ward 2",85,27,53,0,4,,0,0,0,0,0,0,0,0,0,0,0,0,1
,"VILLAGE OF COBB Ward 1",246,96,126,4,15,,2,0,0,0,0,0,0,0,0,0,0,0,3
,"VILLAGE OF HIGHLAND Ward 1",390,175,195,2,10,,2,1,1,0,0,0,0,0,0,0,0,0,4
,"VILLAGE OF HOLLANDALE Ward 1",145,31,104,1,3,,1,0,0,0,0,0,0,0,0,0,0,0,5
,"VILLAGE OF LINDEN Ward 1",229,92,120,0,11,,2,1,0,0,0,0,0,0,0,0,0,0,3
,"VILLAGE OF LIVINGSTON Ward 2",2,2,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,"VILLAGE OF MONTFORT Ward 2",54,22,31,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0
,"VILLAGE OF MUSCODA Ward 3",15,7,6,0,1,,1,0,0,0,0,0,0,0,0,0,0,0,0
,"VILLAGE OF REWEY Ward 1",102,38,55,0,8,,0,1,0,0,0,0,0,0,0,0,0,0,0
,"VILLAGE OF RIDGEWAY Ward 1",324,135,155,2,20,,4,0,0,0,1,0,0,0,0,0,0,0,7
,"CITY OF DODGEVILLE Wards 1-10","2,379",842,"1,340",9,130,,26,0,0,0,0,0,0,0,0,0,0,0,32
,"CITY OF MINERAL POINT Wards 1-6","1,370",463,839,9,24,,16,2,1,0,2,0,0,0,0,0,0,0,14
,"County Totals:","12,275","4,809","6,669",60,456,,116,12,5,0,19,0,0,0,0,0,0,0,129
"IRON ","TOWN OF ANDERSON Ward 1",47,23,22,0,2,,0,0,0,0,0,0,0,0,0,0,0,0,0
,"TOWN OF CAREY Ward 1",97,62,28,0,3,,2,0,0,0,0,0,0,0,0,0,0,0,2
,"TOWN OF GURNEY Ward 1",83,41,41,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0
,"TOWN OF KIMBALL Ward 1",294,171,112,0,7,,3,0,0,0,0,0,0,0,0,0,0,0,1
,"TOWN OF KNIGHT Ward 1",103,57,38,1,0,,6,0,0,0,0,0,0,0,0,0,0,0,1
,"TOWN OF MERCER Wards 1-4",993,634,309,2,24,,7,0,0,0,2,0,0,0,0,0,0,0,15
,"TOWN OF OMA Ward 1",242,155,84,0,1,,1,0,0,0,1,0,0,0,0,0,0,0,0
,"TOWN OF PENCE Ward 1",101,50,47,0,1,,3,0,0,0,0,0,0,0,0,0,0,0,0
,"TOWN OF SAXON Ward 1",215,130,74,1,6,,3,0,0,0,0,0,0,0,0,0,0,0,1
,"TOWN OF SHERMAN Ward 1",200,130,64,1,3,,1,0,0,0,0,0,0,0,0,0,0,0,1
,"CITY OF HURLEY Ward 1",210,111,90,0,3,,4,0,0,0,0,0,0,0,0,0,0,0,2
,"CITY OF HURLEY Ward 2",200,117,79,1,3,,0,0,0,0,0,0,0,0,0,0,0,0,0
,"CITY OF HURLEY Ward 3",125,75,42,0,5,,1,0,0,0,0,0,0,0,0,0,0,0,2
,"CITY OF HURLEY Ward 4",174,93,70,1,5,,2,0,0,0,0,0,0,0,0,0,0,0,3
,"CITY OF MONTREAL Ward 1-2",429,232,175,1,7,,6,0,0,0,3,0,0,0,0,0,0,0,5
,"County Totals:","3,513","2,081","1,275",8,70,,40,0,0,0,6,0,0,0,0,0,0,0,33
"JACKSON ","TOWN OF ADAMS Ward 1-3",770,427,301,3,22,,15,1,1,0,0,0,0,0,0,0,0,0,0
,"TOWN OF ALBION Ward 1-4",627,345,248,5,16,,7,1,3,0,1,0,0,0,0,0,0,0,1
,"TOWN OF ALMA Ward 1,4",144,95,40,0,5,,4,0,0,0,0,0,0,0,0,0,0,0,0
,"TOWN OF ALMA Ward 2-3,5",315,186,112,2,11,,1,0,0,0,1,0,0,0,0,0,0,0,2
,"TOWN OF BEAR BLUFF Ward 1",81,69,6,1,3,,0,0,1,0,1,0,0,0,0,0,0,0,0
,"TOWN OF BROCKWAY Ward 1-6",817,331,432,4,27,,10,1,0,0,0,0,0,0,0,0,0,0,12
,"TOWN OF CITY POINT Ward 1",99,63,33,0,3,,0,0,0,0,0,0,0,0,0,0,0,0,0
,"TOWN OF CLEVELAND Ward 1",254,154,80,0,6,,5,1,1,0,2,0,0,0,0,0,0,0,5
,"TOWN OF CURRAN Ward 1",161,85,69,1,5,,0,0,0,0,0,0,0,0,0,0,0,0,1
,"TOWN OF FRANKLIN Ward 1",195,100,91,0,2,,2,0,0,0,0,0,0,0,0,0,0,0,0
,"TOWN OF GARDEN VALLEY Ward 1",231,142,74,4,6,,1,0,1,0,0,1,0,0,0,0,0,0,2
,"TOWN OF GARFIELD Ward 1",333,214,97,1,12,,3,0,0,0,2,0,0,0,0,0,0,0,4
,"TOWN OF HIXTON Ward 1-2",315,203,99,0,9,,2,1,0,0,1,0,0,0,0,0,0,0,0
,"TOWN OF IRVING Ward 1-3",357,191,145,2,16,,2,0,0,0,0,0,0,0,0,0,0,0,1
,"TOWN OF KNAPP Ward 1",190,141,47,2,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,"TOWN OF KOMENSKY Ward 1",154,28,114,1,3,,6,0,0,0,0,0,0,0,0,0,0,0,2
,"TOWN OF MANCHESTER Ward 1",396,250,118,1,16,,7,0,0,0,4,0,0,0,0,0,0,0,0
,"TOWN OF MELROSE Ward 1",226,135,81,0,8,,0,0,0,0,1,0,0,0,0,0,0,0,1
,"TOWN OF MILLSTON Ward 1",94,59,30,0,3,,0,0,0,0,0,0,0,0,0,0,0,0,2
,"TOWN OF NORTH BEND Ward 1",272,136,120,1,9,,3,0,1,0,0,0,0,0,0,0,0,0,2
,"TOWN OF NORTHFIELD Ward 1",355,212,130,3,8,,0,0,2,0,0,0,0,0,0,0,0,0,0
,"TOWN OF SPRINGFIELD Ward 1",223,114,94,1,13,,0,0,0,0,1,0,0,0,0,0,0,0,0
,"VILLAGE OF ALMA CENTER Ward 1",214,102,96,2,12,,1,0,0,0,0,0,0,0,0,0,0,0,1
,"VILLAGE OF HIXTON Ward 1",214,110,95,2,5,,2,0,0,0,0,0,0,0,0,0,0,0,0
,"VILLAGE OF MELROSE Ward 1",272,119,129,1,10,,10,0,0,0,0,0,0,0,0,0,0,0,3
,"VILLAGE OF MERRILLAN Ward 1",241,107,116,5,8,,5,0,0,0,0,0,0,0,0,0,0,0,0
,"VILLAGE OF TAYLOR Ward 1",183,97,71,3,7,,2,0,1,0,1,0,0,0,0,0,0,0,1
,"CITY OF BLACK RIVER FALLS Ward 1",469,212,238,1,12,,5,0,0,0,1,0,0,0,0,0,0,0,0
,"CITY OF BLACK RIVER FALLS Ward 2",365,152,184,2,18,,4,0,1,0,2,0,0,0,0,0,0,0,2
,"CITY OF BLACK RIVER FALLS Ward 3",278,106,149,1,11,,7,0,1,0,0,0,0,0,0,0,0,0,3
,"CITY OF BLACK RIVER FALLS Ward 4",422,221,179,1,14,,4,0,0,0,1,0,0,0,0,0,0,0,2
,"County Totals:","9,267","4,906","3,818",50,300,,108,5,13,0,19,1,0,0,0,0,0,0,47
"JEFFERSON ","TOWN OF AZTALAN Wards 1-2",794,446,304,2,20,,11,0,0,0,8,0,0,0,0,0,0,0,3
,"TOWN OF COLD SPRING Ward 1",473,278,167,2,19,,1,0,1,0,1,0,0,0,0,0,0,0,4
,"TOWN OF CONCORD Wards 1-3","1,208",799,337,2,41,,8,0,1,0,8,0,0,0,0,0,0,0,12
,"TOWN OF FARMINGTON Wards 1-2",876,583,246,5,28,,5,1,0,0,1,0,0,0,0,0,0,0,7
,"TOWN OF HEBRON Wards 1-2",611,397,170,2,26,,4,0,0,0,6,0,0,0,0,0,0,0,6
,"TOWN OF IXONIA Wards 1-6","2,745","1,875",666,13,115,,21,4,0,0,25,0,0,0,0,0,0,0,26
,"TOWN OF JEFFERSON Wards 1-3","1,204",749,383,5,42,,7,1,0,0,4,0,0,1,0,0,0,0,12
,"TOWN OF KOSHKONONG Wards 1,6",240,132,93,1,5,,2,0,0,0,2,0,0,0,0,0,0,0,5
,"TOWN OF KOSHKONONG Wards 2-5","1,858","1,079",676,5,51,,13,2,2,0,11,0,0,0,0,0,0,0,19
,"TOWN OF LAKE MILLS Wards 1-3","1,230",561,575,4,48,,10,1,4,0,14,0,0,0,0,0,0,0,13
,"TOWN OF MILFORD Wards 1-2",630,362,222,4,26,,9,1,0,0,2,0,0,0,0,0,0,0,4
,"TOWN OF OAKLAND Ward 1-4","1,844",829,894,8,55,,26,0,0,0,3,0,0,0,0,0,0,0,29
,"TOWN OF PALMYRA Ward 1-2",763,487,234,5,21,,6,0,0,0,4,0,0,0,0,0,0,0,6
,"TOWN OF SULLIVAN Wards 1-3","1,332",882,360,7,44,,14,1,2,0,9,0,0,0,0,0,0,0,13
,"TOWN OF SUMNER Ward 1",525,291,203,2,14,,4,0,0,0,7,0,0,0,0,0,0,0,4
,"TOWN OF WATERLOO Ward 1",513,282,191,5,24,,6,0,0,0,0,0,0,0,0,0,0,0,5
,"TOWN OF WATERTOWN Wards 1-2","1,113",771,286,3,31,,5,0,0,0,3,0,0,0,0,0,0,0,14
,"VILLAGE OF CAMBRIDGE Ward 1",44,11,30,1,1,,1,0,0,0,0,0,0,0,0,0,0,0,0
,"VILLAGE OF JOHNSON CREEK Ward 1-3","1,514",844,554,11,67,,7,0,0,0,14,0,0,0,0,0,0,0,17
,"VILLAGE OF LAC LA BELLE Ward 2",0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,"VILLAGE OF PALMYRA Wards 1-2",901,581,264,2,30,,12,1,0,0,2,0,0,0,0,0,0,0,9
,"VILLAGE OF SULLIVAN Ward 1",360,222,104,1,25,,5,0,0,0,1,0,0,0,0,0,0,0,2
,"CITY OF FORT ATKINSON Wards 1-9","5,897","2,537","2,905",26,224,,68,9,7,0,53,0,0,0,0,0,0,0,68
,"CITY OF JEFFERSON Wards 1-10","3,495","1,705","1,547",5,126,,48,0,1,0,24,0,0,0,0,0,0,0,39
,"CITY OF JEFFERSON Ward 11",0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,"CITY OF LAKE MILLS Ward 1-8","3,332","1,394","1,669",9,150,,50,0,2,0,28,0,0,0,0,0,0,0,30
,"CITY OF WATERLOO Wards 1-5","1,621",782,712,5,71,,28,1,2,0,7,0,0,0,0,0,0,0,13
,"CITY OF WATERTOWN Ward 8",382,210,144,1,12,,4,0,0,0,4,0,0,0,0,0,0,0,7
,"CITY OF WATERTOWN Ward 9-10","1,227",795,315,11,50,,18,1,0,0,17,0,0,0,0,0,0,0,20
,"CITY OF WATERTOWN Ward 11-12","1,058",626,334,6,52,,13,2,3,0,13,0,0,0,0,0,0,0,9
,"CITY OF WATERTOWN Ward 13-14","1,124",653,391,8,42,,10,2,0,0,9,0,0,0,0,0,0,0,9
,"CITY OF WATERTOWN Ward 15-16","1,330",746,461,10,65,,14,2,0,0,23,0,0,0,0,0,0,0,9
,"CITY OF WATERTOWN Ward 17-18","1,520",951,475,6,56,,9,0,0,0,11,0,0,0,0,0,0,0,12
,"CITY OF WATERTOWN Ward 19",0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,"CITY OF WHITEWATER Wards 10-11",526,188,289,1,28,,8,0,0,0,6,0,0,0,0,0,0,0,6
,"CITY OF WHITEWATER Ward 12",819,369,368,0,53,,14,0,1,0,2,0,0,0,0,0,0,0,12
,"County Totals:","43,109","23,417","16,569",178,"1,662",,461,29,26,0,322,0,0,1,0,0,0,0,444
"JUNEAU ","TOWN OF ARMENIA Ward 1",360,231,115,0,8,,3,0,0,0,0,0,0,0,0,0,0,0,3
,"TOWN OF CLEARFIELD Ward 1",316,187,110,0,10,,4,1,2,0,2,0,0,0,0,0,0,0,0
,"TOWN OF CLEARFIELD Ward 2",78,58,18,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,1
,"TOWN OF CUTLER Ward 1",203,135,60,0,5,,2,0,0,0,0,0,0,0,0,0,0,0,1
,"TOWN OF FINLEY Ward 1",65,52,13,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,"TOWN OF FOUNTAIN Wards 1-2",306,200,86,0,7,,4,0,1,0,1,0,0,0,0,0,0,0,7
,"TOWN OF GERMANTOWN Wards 1,3",435,296,128,2,2,,0,0,0,0,3,0,0,0,0,0,0,0,4
